Survived,Sex,Age,SibSp,Parch,Fare,Pclass_2,Pclass_3,Embarked_Q,Embarked_S
1,0,0.04498617743151546,0.0,0.3333333333333333,0.15977676072337862,False,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.015411575213749286,False,True,False,True
1,1,0.007288263382759488,0.125,0.16666666666666666,0.021730754366528396,False,True,False,True
0,0,0.4470972606182458,0.125,0.3333333333333333,0.05416439273810667,True,False,False,True
0,0,0.5350590600653431,0.125,0.16666666666666666,0.05123658772523604,True,False,False,True
0,0,0.4722292033174164,0.0,0.16666666666666666,0.2995388511917728,False,False,False,True
1,1,0.38426740387031916,0.125,0.16666666666666666,0.05123658772523604,True,False,False,True
0,0,0.35913546117114853,0.0,0.0,0.015712553569072387,False,True,False,True
0,0,0.22090977632571,0.0,0.0,0.016200521071217493,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.02937564362913533,True,False,False,False
1,1,0.4847951746670017,0.125,0.16666666666666666,0.21642978772242535,False,False,False,False
0,0,0.4847951746670017,0.0,0.0,0.025374310111545468,True,False,False,True
0,0,0.32143754712239253,0.25,0.0,0.016908073949327893,False,True,False,True
0,0,0.24604171902488062,0.0,0.0,0.013760683560491965,False,True,False,True
1,1,0.34656948982156316,0.125,0.0,0.2608674266467732,False,False,False,True
0,0,0.610454888162855,0.0,0.0,0.0,False,True,False,True
0,0,0.2837396330736366,0.0,0.0,0.02936744577509929,True,False,False,False
0,0,0.007288263382759488,0.5,0.16666666666666666,0.07746484096553544,False,True,False,True
1,1,0.34656948982156316,0.0,0.0,0.01537917417160685,False,True,True,False
0,0,0.34656948982156316,0.125,0.3333333333333333,0.04577135170121086,False,True,False,True
1,0,0.032420206081930136,0.125,0.16666666666666666,0.050748620223090936,True,False,False,True
1,0,0.04498617743151546,0.125,0.16666666666666666,0.021730754366528396,False,True,False,True
0,0,0.2334757476752953,0.0,0.0,0.014931805565640218,False,True,False,True
0,0,0.5036441316913798,0.0,0.0,0.015126992566498259,False,True,True,False
1,1,0.007288263382759488,0.0,0.3333333333333333,0.030725752114070404,False,True,False,False
0,1,0.34656948982156316,0.0,0.3333333333333333,0.029757819776815374,False,True,False,False
0,0,0.2586076903744659,0.0,0.0,0.015468569817999833,False,True,False,True
0,0,0.6732847449107816,0.0,0.0,0.10122885832000206,False,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.030253985132996517,False,True,True,False
0,0,0.3088715757728072,0.125,0.3333333333333333,0.08115719346076702,True,False,False,False
0,0,0.32143754712239253,0.125,0.0,0.028212719478023115,False,True,False,False
0,1,0.2711736617240512,0.0,0.0,0.02052723131923771,False,True,False,True
1,1,0.38426740387031916,0.125,0.16666666666666666,0.04006213192611313,False,True,False,True
1,0,0.610454888162855,0.125,0.0,0.17391981561855152,False,False,False,False
0,0,0.2334757476752953,0.125,0.16666666666666666,0.07173122281533045,True,False,False,True
0,0,0.2963056044232219,0.0,0.0,0.020494635090094415,True,False,False,True
1,0,0.19577783362653933,0.0,0.0,0.015712553569072387,False,True,False,True
1,0,0.3088715757728072,0.125,0.0,0.1082149914547131,False,False,False,False
0,0,0.4847951746670017,0.0,0.0,0.04713766070721715,False,True,False,True
0,1,0.5853229454636844,0.125,0.0,0.028302115124416098,False,True,False,True
0,0,0.7486805730082936,0.0,0.0,0.051822148727810165,False,False,False,True
0,0,0.2963056044232219,0.0,0.0,0.025374310111545468,True,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.09759350042902103,False,False,False,True
0,1,0.33400351847197784,0.125,0.0,0.04098927018018883,True,False,False,True
1,0,0.34656948982156316,0.0,0.0,0.02705779799394608,True,False,False,False
0,0,0.4722292033174164,0.0,0.0,0.015411575213749286,False,True,False,True
0,0,0.5476250314149284,0.0,0.0,0.015712553569072387,False,True,False,True
1,1,0.2586076903744659,0.0,0.0,0.020494635090094415,True,False,False,True
1,1,0.2963056044232219,0.0,0.3333333333333333,0.03259622914329302,False,True,False,True
1,1,0.5601910027645137,0.0,0.0,0.026350245115835676,True,False,False,True
1,0,0.09525006282985675,0.125,0.16666666666666666,0.07173122281533045,True,False,False,True
0,1,0.09525006282985675,0.375,0.16666666666666666,0.04113566043083236,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.06831545030031472,False,False,False,True
1,0,0.39683337521990447,0.0,0.0,0.015712553569072387,False,True,False,True
0,0,0.6230208595124404,0.125,0.0,0.1091095334796455,False,False,False,True
0,0,0.2586076903744659,0.0,0.0,0.01522458606692728,False,True,False,True
1,1,0.6230208595124404,0.0,0.0,0.020494635090094415,True,False,False,True
0,1,0.2837396330736366,0.0,0.0,0.015468569817999833,False,True,False,True
1,0,0.39683337521990447,0.0,0.0,0.015330377421392339,False,True,False,True
0,1,0.34656948982156316,0.0,0.0,0.015126992566498259,False,True,True,False
0,1,0.2586076903744659,0.25,0.3333333333333333,0.06709553154495196,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.015126992566498259,False,True,True,False
0,0,0.3088715757728072,0.0,0.0,0.014102260811993537,False,True,False,False
0,0,0.18321186227695402,0.125,0.16666666666666666,0.014110458666029575,False,True,False,False
0,1,0.38426740387031916,0.125,0.0,0.03513366015444757,False,True,False,True
0,0,0.3088715757728072,0.0,0.0,0.025374310111545468,True,False,False,True
0,0,0.6732847449107816,0.0,0.0,0.050748620223090936,True,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.09193307740413781,False,False,False,True
1,1,0.4722292033174164,0.0,0.0,0.15614960068643363,False,False,False,True
1,1,0.5099271173661725,0.0,0.16666666666666666,0.038061465167318204,True,False,False,True
0,0,0.4093993465694898,0.0,0.0,0.016908073949327893,False,True,False,False
0,0,0.648152802211611,0.0,0.0,0.026350245115835676,True,False,False,True
0,0,0.19577783362653933,0.125,0.16666666666666666,0.03952536767375352,False,True,False,True
0,0,0.24604171902488062,0.0,0.0,0.015712553569072387,False,True,False,True
0,0,0.10781603417944208,0.5,0.3333333333333333,0.06126431989431795,False,True,False,True
1,0,0.34656948982156316,0.0,0.0,0.015834545444608664,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.015281580671177828,False,True,True,False
0,0,0.34656948982156316,0.0,0.0,0.015411575213749286,False,True,False,True
1,1,0.6732847449107816,0.125,0.0,0.11594107850967697,False,False,False,False
0,0,0.32143754712239253,0.0,0.0,0.015411575213749286,False,True,False,True
1,0,0.7486805730082936,0.125,0.16666666666666666,0.15458810467956932,False,False,False,False
1,0,0.34656948982156316,0.0,0.0,0.11027245763075773,False,True,False,True
1,1,0.5476250314149284,0.0,0.16666666666666666,0.11316786160148591,False,False,False,False
1,0,0.24604171902488062,0.125,0.0,0.015468569817999833,False,True,False,True
0,0,0.34656948982156316,0.375,0.16666666666666666,0.049707687947515,False,True,False,True
0,0,0.19577783362653933,0.0,0.0,0.020494635090094415,True,False,False,True
0,1,0.5350590600653431,0.125,1.0,0.09154270340242172,False,True,False,True
0,0,0.20834380497612465,0.0,0.0,0.016908073949327893,False,True,False,True
1,0,0.4596632319678311,0.125,0.16666666666666666,0.10257896680493714,False,False,False,True
1,0,0.7738125157074642,0.0,0.0,0.020494635090094415,True,False,False,True
0,0,0.09525006282985675,0.5,0.16666666666666666,0.05684821399990475,False,True,True,False
1,0,0.39683337521990447,0.0,0.0,0.11027245763075773,False,True,False,True
0,1,0.24604171902488062,0.125,0.0,0.019177122834302632,False,True,False,True
1,1,0.34656948982156316,0.0,0.0,0.025374310111545468,True,False,False,True
0,1,0.2586076903744659,0.0,0.0,0.015126992566498259,False,True,True,False
0,0,0.4596632319678311,0.25,0.0,0.015468569817999833,False,True,False,True
0,1,0.20834380497612465,0.0,0.0,0.028220722145058292,False,True,False,False
1,1,0.34656948982156316,0.0,0.0,0.015126992566498259,False,True,True,False
0,0,0.5727569741140991,0.125,0.0,0.11940564777490723,False,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.029473237129564348,False,True,False,True
0,0,0.2963056044232219,0.0,0.0,0.015712553569072387,False,True,False,True
0,0,0.35913546117114853,0.125,0.0,0.12999454257145598,False,False,False,True
1,1,0.6984166876099522,0.0,0.16666666666666666,0.16231419173453318,False,False,False,False
0,0,0.38426740387031916,0.125,0.16666666666666666,0.07222738817151159,True,False,False,False
1,0,0.34656948982156316,0.0,0.0,0.015126992566498259,False,True,True,False
1,0,0.39683337521990447,0.125,0.0,0.050748620223090936,True,False,False,True
0,0,0.4093993465694898,0.125,0.16666666666666666,0.04006213192611313,False,True,False,True
0,0,0.7361146016587082,0.0,0.0,0.014151057562208049,False,True,False,True
1,1,0.723548630309123,0.0,0.0,0.051822148727810165,False,False,False,True
1,1,0.34656948982156316,0.125,0.0,0.031425107138144774,False,True,False,True
1,1,0.032420206081930136,0.125,0.3333333333333333,0.08115719346076702,True,False,False,False
0,0,0.34656948982156316,0.0,0.0,0.015411575213749286,False,True,False,False
1,1,0.19577783362653933,0.0,0.16666666666666666,0.11316786160148591,False,False,False,False
0,1,0.5601910027645137,0.125,0.6666666666666666,0.05445717323939373,False,True,False,True
1,1,0.5350590600653431,0.0,0.16666666666666666,0.41250332793836464,False,False,False,True
1,1,0.37170143252073384,0.0,0.0,0.20772776566317125,False,False,False,False
0,0,0.35285247549635584,0.0,0.0,0.031425107138144774,False,True,False,True
0,0,0.2963056044232219,0.0,0.0,0.015216388212891242,False,True,False,True
0,0,0.37170143252073384,0.0,0.0,0.025374310111545468,True,False,False,True
0,0,0.4470972606182458,0.0,0.0,0.07831878409428937,False,False,False,False
0,0,0.3088715757728072,0.0,0.0,0.013760683560491965,False,True,False,True
0,1,0.34656948982156316,0.0,0.3333333333333333,0.015126992566498259,False,True,True,False
0,1,0.6230208595124404,0.0,0.0,0.05604306762136532,False,False,False,False
1,1,0.0041467705453631576,0.25,0.16666666666666666,0.03758969818624431,False,True,False,False
1,1,0.2963056044232219,0.0,0.0,0.09662576327876685,False,False,False,False
1,1,0.2963056044232219,0.125,0.3333333333333333,0.12687155055772734,True,False,False,True
1,1,0.4345312892686604,0.125,0.0,0.10149724044618187,False,False,False,True
1,1,0.37170143252073384,0.0,0.0,0.16883675574220638,False,False,False,True
0,0,0.2837396330736366,0.0,0.0,0.025374310111545468,True,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.015411575213749286,False,True,False,True
0,0,0.33400351847197784,0.0,0.0,0.050748620223090936,True,False,False,True
1,1,0.685850716260367,0.0,0.0,0.03122992013728673,True,False,False,True
1,1,0.4345312892686604,0.125,0.0,0.10364429745562033,False,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.013386510079847098,False,True,True,False
1,1,0.34656948982156316,0.0,0.0,0.15458810467956932,False,False,False,False
0,0,0.34656948982156316,0.125,0.0,0.03897240290032268,False,True,False,True
1,1,0.2837396330736366,0.0,0.0,0.026919605597338588,True,False,False,False
1,1,0.34656948982156316,0.0,0.0,0.015094396337354966,False,True,True,False
1,1,0.2837396330736366,0.125,0.0,0.22109807522194713,False,False,False,False
0,0,0.6355868308620256,0.0,0.0,0.015712553569072387,False,True,False,True
1,1,0.4093993465694898,0.0,0.3333333333333333,0.050748620223090936,True,False,False,True
0,1,0.35913546117114853,0.0,0.6666666666666666,0.04113566043083236,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.015411575213749286,False,True,False,False
0,0,0.34656948982156316,1.0,0.3333333333333333,0.13575255909676825,False,True,False,True
1,1,0.01985423473234481,0.125,0.16666666666666666,0.050748620223090936,True,False,False,True
1,1,0.17064589092736868,0.125,0.0,0.058694292654020104,True,False,False,False
0,0,0.6732847449107816,0.125,0.0,0.050748620223090936,True,False,False,True
1,1,0.18321186227695402,0.0,0.0,0.015671954672893913,False,True,True,False
1,1,0.2711736617240512,0.0,0.16666666666666666,0.10735285047192313,False,False,False,True
0,0,0.33400351847197784,0.0,0.0,0.025374310111545468,True,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.015411575213749286,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.07729405233978466,False,False,False,False
1,1,0.34656948982156316,0.125,0.0,0.04684488020593009,True,False,False,False
0,0,0.4847951746670017,0.0,0.0,0.015468569817999833,False,True,False,True
1,0,0.01985423473234481,0.125,0.16666666666666666,0.050748620223090936,True,False,False,True
0,0,0.2963056044232219,0.125,0.0,0.031425107138144774,False,True,False,True
0,0,0.39683337521990447,0.0,0.0,0.015411575213749286,False,True,False,True
0,0,0.5664739884393064,0.0,0.0,0.014102260811993537,False,True,False,False
1,1,0.09525006282985675,0.0,0.3333333333333333,0.05123658772523604,True,False,False,True
0,0,0.32143754712239253,0.125,0.3333333333333333,0.04015972542654215,False,True,False,True
1,1,0.35913546117114853,0.0,0.0,0.41250332793836464,False,False,False,True
1,1,0.5601910027645137,0.125,0.16666666666666666,0.05123658772523604,True,False,False,True
1,1,0.4470972606182458,0.125,0.0,0.033962538149299316,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.050748620223090936,False,False,False,True
1,1,0.04498617743151546,0.0,0.3333333333333333,0.04298993693898376,False,True,False,True
0,0,0.19577783362653933,0.0,0.0,0.050748620223090936,True,False,False,True
0,0,0.723548630309123,0.0,0.0,0.057970539254838485,False,False,False,False
0,0,0.5036441316913798,0.0,0.3333333333333333,0.028302115124416098,False,True,False,True
0,0,0.3088715757728072,0.0,0.0,0.014931805565640218,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.015411575213749286,False,True,False,True
0,0,0.6355868308620256,0.0,0.0,0.013768881414528002,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.0,True,False,False,True
1,1,0.20834380497612465,0.5,0.3333333333333333,0.015468569817999833,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.013565496559633922,False,True,True,False
0,0,0.49736114601658704,0.125,0.16666666666666666,0.030253985132996517,False,True,True,False
1,0,0.3088715757728072,0.0,0.0,0.0,False,True,False,True
0,0,0.5853229454636844,0.0,0.0,0.04994347384455151,False,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.051822148727810165,False,False,False,True
0,0,0.5476250314149284,0.125,0.0,0.050748620223090936,True,False,False,True
1,1,0.2837396330736366,0.375,0.3333333333333333,0.5133418122566507,False,False,False,True
0,0,0.22090977632571,0.0,0.0,0.022446505098674838,True,False,False,True
0,0,0.35913546117114853,0.125,0.0,0.04098927018018883,True,False,False,True
1,0,0.14551394822819805,0.125,0.0,0.021942337075458514,False,True,False,False
0,0,0.1329479768786127,0.0,0.0,0.036670757786204655,False,True,False,False
1,1,0.2711736617240512,0.0,0.0,0.015126992566498259,False,True,True,False
0,0,0.2334757476752953,0.0,0.0,0.020494635090094415,True,False,False,True
0,0,0.2711736617240512,0.125,0.0,0.014151057562208049,False,True,False,True
0,0,0.4093993465694898,0.0,0.0,0.015411575213749286,False,True,False,True
0,0,0.6984166876099522,0.0,0.0,0.051822148727810165,False,False,False,True
1,0,0.007288263382759488,0.0,0.3333333333333333,0.07222738817151159,True,False,False,False
0,0,0.2711736617240512,0.0,0.0,0.015216388212891242,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.014110458666029575,False,True,False,False
0,0,0.34656948982156316,0.0,0.0,0.015126992566498259,False,True,True,False
0,0,0.08268409148027142,0.5,0.16666666666666666,0.05684821399990475,False,True,True,False
1,1,0.04498617743151546,0.0,0.16666666666666666,0.026187654344120927,False,True,False,False
0,0,0.8806232721789394,0.0,0.0,0.015126992566498259,False,True,True,False
0,0,0.22090977632571,0.0,0.0,0.025374310111545468,True,False,False,True
1,0,0.24604171902488062,0.125,0.16666666666666666,0.030725752114070404,False,True,False,False
0,0,0.2963056044232219,0.25,0.0,0.1434624456306609,True,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.014102260811993537,False,True,False,False
1,1,0.4219653179190751,0.0,0.0,0.020494635090094415,True,False,False,True
1,1,0.34656948982156316,0.0,0.0,0.015126992566498259,False,True,True,False
1,1,0.38426740387031916,0.0,0.3333333333333333,0.32179836714362564,False,False,False,True
0,0,0.37170143252073384,0.0,0.0,0.015411575213749286,False,True,False,True
0,0,0.22090977632571,0.0,0.0,0.022446505098674838,True,False,False,True
0,1,0.10781603417944208,0.375,0.3333333333333333,0.05445717323939373,False,True,False,True
1,1,0.4847951746670017,0.125,0.16666666666666666,0.1554664461834305,False,False,False,True
1,1,0.4093993465694898,0.125,0.0,0.10364429745562033,False,False,False,True
0,0,0.8743402865041467,0.125,0.16666666666666666,0.13858277060920987,False,False,False,True
1,1,0.2963056044232219,0.0,0.0,0.13526459159462315,False,False,False,False
1,1,0.723548630309123,0.0,0.16666666666666666,0.2995388511917728,False,False,False,True
0,0,0.2586076903744659,0.0,0.0,0.015330377421392339,False,True,False,True
1,1,0.20834380497612465,0.125,0.0,0.2125586439344078,False,False,False,False
0,1,0.34656948982156316,0.125,0.16666666666666666,0.028106928123558056,False,True,False,True
1,1,0.2963056044232219,0.0,0.0,0.16231419173453318,False,False,False,False
0,0,0.34656948982156316,0.0,0.0,0.014102260811993537,False,True,False,False
0,0,0.34656948982156316,0.125,0.0,0.030253985132996517,False,True,True,False
0,0,0.5224930887157577,0.0,0.0,0.016908073949327893,False,True,False,True
0,0,0.22090977632571,0.125,0.0,0.012678957201736696,False,True,False,True
1,1,0.01985423473234481,0.0,0.16666666666666666,0.023983602730431916,False,True,False,True
1,1,0.4219653179190751,0.0,0.0,0.025374310111545468,True,False,False,True
1,0,0.032420206081930136,0.5,0.3333333333333333,0.06126431989431795,False,True,False,True
1,1,0.723548630309123,0.0,0.0,0.2859895551532101,False,False,False,False
0,0,0.39683337521990447,0.0,0.0,0.015126992566498259,False,True,True,False
1,0,0.38426740387031916,0.0,0.0,0.015468569817999833,False,True,False,True
1,0,0.34656948982156316,0.0,0.0,0.015175789316712771,False,True,False,True
1,1,0.33400351847197784,0.125,0.0,0.027049600139910042,True,False,False,False
0,0,0.1329479768786127,0.625,0.3333333333333333,0.09154270340242172,False,True,False,True
0,0,0.2837396330736366,0.0,0.0,0.025374310111545468,True,False,False,True
0,0,0.49736114601658704,0.0,0.0,0.0,False,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.014110458666029575,False,True,False,False
0,1,0.34656948982156316,0.0,0.0,0.015411575213749286,False,True,False,True
1,1,0.34656948982156316,0.0,0.0,0.025374310111545468,True,False,False,True
0,0,0.34656948982156316,0.125,0.0,0.03897240290032268,False,True,False,True
0,0,0.2334757476752953,0.0,0.0,0.019852079483269742,False,True,False,True
0,1,0.37170143252073384,0.125,0.16666666666666666,0.04713766070721715,False,True,False,True
0,0,0.24604171902488062,0.0,0.0,0.015330377421392339,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.11027245763075773,False,True,False,True
0,0,0.4470972606182458,0.0,0.0,0.0,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.015712553569072387,False,True,False,True
1,1,0.2963056044232219,0.375,0.3333333333333333,0.5133418122566507,False,False,False,True
0,0,0.35285247549635584,0.0,0.0,0.014110458666029575,False,True,False,False
1,1,0.2963056044232219,0.0,0.5,0.03758969818624431,False,True,False,False
0,0,0.5224930887157577,0.0,0.0,0.025374310111545468,True,False,False,True
0,0,0.6732847449107816,0.0,0.16666666666666666,0.15085515328815924,False,False,False,True
0,0,0.3088715757728072,0.0,0.0,0.015110792045427042,False,True,True,False
0,0,0.08268409148027142,0.5,0.16666666666666666,0.07746484096553544,False,True,False,True
0,0,0.3088715757728072,0.125,0.0,0.034743286152731485,False,True,False,True
1,1,0.33400351847197784,0.0,0.16666666666666666,0.024349578357040744,False,True,False,True
1,1,0.2963056044232219,0.125,0.0,0.030937139635999665,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.014151057562208049,False,True,False,True
1,1,0.34656948982156316,0.0,0.0,0.02469115560854232,True,False,False,True
0,0,0.2334757476752953,0.0,0.0,0.028302115124416098,False,True,False,True
0,0,0.2711736617240512,0.0,0.0,0.014151057562208049,False,True,False,True
1,1,0.34656948982156316,0.0,0.0,0.014102260811993537,False,True,False,False
0,1,0.34656948982156316,1.0,0.3333333333333333,0.13575255909676825,False,True,False,True
1,0,0.5224930887157577,0.0,0.0,0.05130978285055781,False,False,False,True
0,0,0.6230208595124404,0.0,0.0,0.025374310111545468,True,False,False,True
1,0,0.032420206081930136,0.125,0.16666666666666666,0.03659756266088288,True,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.4440992237022602,False,False,False,False
0,1,0.22090977632571,0.25,0.0,0.03513366015444757,False,True,False,True
0,0,0.22090977632571,0.125,0.16666666666666666,0.015330377421392339,False,True,False,True
0,0,0.5476250314149284,0.25,0.0,0.17566830077223786,False,False,True,False
1,0,0.34656948982156316,0.0,0.0,0.05855610025741262,False,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.08275928836380983,False,False,False,True
0,0,0.34656948982156316,0.125,0.0,0.04713766070721715,False,True,True,False
0,0,0.19577783362653933,0.0,0.0,0.015175789316712771,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.014273049437744325,False,True,False,True
0,0,0.2711736617240512,0.0,0.0,0.015411575213749286,False,True,False,True
1,1,0.04498617743151546,0.125,0.16666666666666666,0.044893010197349675,True,False,False,True
1,0,0.34656948982156316,0.0,0.0,0.025374310111545468,True,False,False,True
1,0,0.2963056044232219,0.0,0.0,0.01393967004027879,False,True,False,True
1,1,0.37170143252073384,0.0,0.0,0.024105594605968193,True,False,True,False
1,1,0.35913546117114853,0.0,0.3333333333333333,0.029757819776815374,False,True,False,False
0,0,0.2963056044232219,0.0,0.0,0.018542765081513996,False,True,False,True
1,1,0.5601910027645137,0.125,0.16666666666666666,0.32179836714362564,False,False,False,True
1,1,0.39683337521990447,0.0,0.0,0.025374310111545468,True,False,False,True
0,0,0.2586076903744659,0.0,0.0,0.015468569817999833,False,True,False,True
1,0,0.4345312892686604,0.0,0.0,1.0,False,False,False,False
0,1,0.34656948982156316,1.0,0.3333333333333333,0.13575255909676825,False,True,False,True
1,0,0.34656948982156316,0.25,0.0,0.04538097769949478,False,True,True,False
1,0,0.4470972606182458,0.0,0.16666666666666666,1.0,False,False,False,False
0,1,0.5099271173661725,0.0,0.8333333333333333,0.07746484096553544,False,True,False,True
1,1,0.2837396330736366,0.0,0.0,0.014736618564782174,False,True,False,True
0,0,0.4219653179190751,0.125,0.16666666666666666,0.028106928123558056,False,True,False,True
1,1,0.34656948982156316,0.0,0.0,0.06441171028315387,True,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.04713766070721715,False,True,True,False
1,1,0.18321186227695402,0.0,0.0,0.014102260811993537,False,True,False,False
0,0,0.34656948982156316,0.0,0.0,0.015712553569072387,False,True,False,True
0,1,0.22090977632571,0.0,0.0,0.015175789316712771,False,True,False,True
0,0,0.37170143252073384,0.0,0.0,0.015712553569072387,False,True,False,True
0,0,0.39683337521990447,0.25,0.0,0.1434624456306609,True,False,False,True
0,0,0.04498617743151546,0.5,0.16666666666666666,0.05684821399990475,False,True,True,False
0,0,0.01985423473234481,0.5,0.16666666666666666,0.05684821399990475,False,True,True,False
0,0,0.34656948982156316,0.0,0.0,0.015712553569072387,False,True,False,True
0,0,0.34656948982156316,0.25,0.0,0.04231498029001666,False,True,False,False
1,1,0.5978889168132697,0.0,0.0,0.050610427826483444,False,False,False,True
0,0,0.38426740387031916,0.0,0.0,0.015126992566498259,False,True,True,False
0,0,0.5853229454636844,0.0,0.0,0.06640417918791278,False,False,False,True
0,1,0.32143754712239253,0.125,0.0,0.031425107138144774,False,True,False,True
0,0,0.10781603417944208,0.625,0.3333333333333333,0.09154270340242172,False,True,False,True
1,0,0.2334757476752953,0.0,0.0,0.015712553569072387,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.015712553569072387,False,True,False,True
0,0,0.2711736617240512,0.0,0.0,0.018249984580226933,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.014102260811993537,False,True,False,False
0,0,0.34656948982156316,0.0,0.16666666666666666,0.06441171028315387,True,False,False,True
1,1,0.2963056044232219,0.25,0.5,0.03659756266088288,True,False,False,True
0,0,0.20834380497612465,0.0,0.0,0.016908073949327893,False,True,False,True
